year,donor_name,recipient_code,Health ODA (including COVID-19),Health ODA
2019,Belgium,86,0.162827,0.162827
2019,Belgium,88,0.004151,0.004151
2019,Belgium,89,0.405368,0.405368
2019,Belgium,93,0.112916,0.112916
2019,Belgium,130,0.033028999999999996,0.033028999999999996
2019,Belgium,133,0.195746,0.195746
2019,Belgium,136,1.335275,1.335275
2019,Belgium,139,0.193773,0.193773
2019,Belgium,142,0.22106,0.22106
2019,Belgium,189,0.007698,0.007698
2019,Belgium,218,2.1751810000000003,2.1751810000000003
2019,Belgium,225,0.489348,0.489348
2019,Belgium,227,0.092637,0.092637
2019,Belgium,228,7.698606,7.698606
2019,Belgium,229,0.9525790000000001,0.9525790000000001
2019,Belgium,230,6.129348,6.129348
2019,Belgium,231,0.450043,0.450043
2019,Belgium,232,0.626825,0.626825
2019,Belgium,233,0.070717,0.070717
2019,Belgium,234,0.143676,0.143676
2019,Belgium,235,32.56469,32.56469
2019,Belgium,236,7.190855,7.190855
2019,Belgium,238,4.403137,4.403137
2019,Belgium,239,0.032536999999999996,0.032536999999999996
2019,Belgium,240,0.371349,0.371349
2019,Belgium,241,0.625139,0.625139
2019,Belgium,243,2.928386,2.928386
2019,Belgium,244,0.478361,0.478361
2019,Belgium,245,0.019196,0.019196
2019,Belgium,247,0.850636,0.850636
2019,Belgium,248,1.849829,1.849829
2019,Belgium,249,0.23621799999999998,0.23621799999999998
2019,Belgium,251,0.295629,0.295629
2019,Belgium,252,0.870694,0.870694
2019,Belgium,253,1.7136950000000002,1.7136950000000002
2019,Belgium,255,0.679832,0.679832
2019,Belgium,256,0.446663,0.446663
2019,Belgium,257,0.048988,0.048988
2019,Belgium,259,7.301500000000001,7.301500000000001
2019,Belgium,260,8.419578,8.419578
2019,Belgium,261,4.632505,4.632505
2019,Belgium,265,1.949761,1.949761
2019,Belgium,266,13.87224,13.87224
2019,Belgium,268,0.028777999999999998,0.028777999999999998
2019,Belgium,269,0.999116,0.999116
2019,Belgium,270,0.001178,0.001178
2019,Belgium,271,0.144365,0.144365
2019,Belgium,272,0.455004,0.455004
2019,Belgium,273,0.343206,0.343206
2019,Belgium,274,0.10212700000000001,0.10212700000000001
2019,Belgium,275,0.184738,0.184738
2019,Belgium,276,0.000421,0.000421
2019,Belgium,278,0.621557,0.621557
2019,Belgium,279,0.685404,0.685404
2019,Belgium,280,0.22327899999999998,0.22327899999999998
2019,Belgium,282,2.243115,2.243115
2019,Belgium,283,0.578515,0.578515
2019,Belgium,285,7.892813,7.892813
2019,Belgium,287,3.246905,3.246905
2019,Belgium,288,1.193727,1.193727
2019,Belgium,289,1.8637190000000001,1.8637190000000001
2019,Belgium,298,1.1436819999999999,1.1436819999999999
2019,Belgium,336,0.020257,0.020257
2019,Belgium,338,0.042297,0.042297
2019,Belgium,340,0.06487399999999999,0.06487399999999999
2019,Belgium,342,0.064592,0.064592
2019,Belgium,347,0.18137899999999998,0.18137899999999998
2019,Belgium,349,1.668108,1.668108
2019,Belgium,351,0.24433300000000002,0.24433300000000002
2019,Belgium,352,0.05287,0.05287
2019,Belgium,354,0.21411,0.21411
2019,Belgium,358,0.04113,0.04113
2019,Belgium,364,0.257708,0.257708
2019,Belgium,366,0.025171000000000002,0.025171000000000002
2019,Belgium,377,0.000415,0.000415
2019,Belgium,378,0.002983,0.002983
2019,Belgium,381,0.05096200000000001,0.05096200000000001
2019,Belgium,383,0.078851,0.078851
2019,Belgium,384,0.047665000000000006,0.047665000000000006
2019,Belgium,389,0.087033,0.087033
2019,Belgium,425,0.01776,0.01776
2019,Belgium,428,0.63425,0.63425
2019,Belgium,431,0.055609,0.055609
2019,Belgium,434,0.003093,0.003093
2019,Belgium,437,0.035929,0.035929
2019,Belgium,440,0.21082499999999998,0.21082499999999998
2019,Belgium,446,0.023124000000000002,0.023124000000000002
2019,Belgium,451,0.041853,0.041853
2019,Belgium,454,1.203347,1.203347
2019,Belgium,457,0.012407,0.012407
2019,Belgium,460,0.004014,0.004014
2019,Belgium,463,0.033736,0.033736
2019,Belgium,489,0.043885999999999994,0.043885999999999994
2019,Belgium,498,0.475097,0.475097
2019,Belgium,540,0.074573,0.074573
2019,Belgium,543,0.056394,0.056394
2019,Belgium,549,0.278907,0.278907
2019,Belgium,550,1.018212,1.018212
2019,Belgium,555,0.283907,0.283907
2019,Belgium,573,0.5545880000000001,0.5545880000000001
2019,Belgium,580,3.0150449999999998,3.0150449999999998
2019,Belgium,589,0.566105,0.566105
2019,Belgium,610,0.16399,0.16399
2019,Belgium,611,0.048146,0.048146
2019,Belgium,612,0.092287,0.092287
2019,Belgium,613,0.075831,0.075831
2019,Belgium,614,0.102272,0.102272
2019,Belgium,615,0.18282299999999999,0.18282299999999999
2019,Belgium,616,0.02727,0.02727
2019,Belgium,617,0.283037,0.283037
2019,Belgium,619,0.017284,0.017284
2019,Belgium,625,2.583115,2.583115
2019,Belgium,630,0.073143,0.073143
2019,Belgium,635,0.692728,0.692728
2019,Belgium,640,0.399114,0.399114
2019,Belgium,645,2.740761,2.740761
2019,Belgium,655,0.055436,0.055436
2019,Belgium,660,0.789122,0.789122
2019,Belgium,665,1.7743980000000001,1.7743980000000001
2019,Belgium,666,2.963225,2.963225
2019,Belgium,679,0.176063,0.176063
2019,Belgium,689,0.002161,0.002161
2019,Belgium,728,1.6197849999999998,1.6197849999999998
2019,Belgium,730,0.090745,0.090745
2019,Belgium,738,0.819694,0.819694
2019,Belgium,740,0.083262,0.083262
2019,Belgium,745,0.7577870000000001,0.7577870000000001
2019,Belgium,751,0.020248,0.020248
2019,Belgium,753,2.1816280000000003,2.1816280000000003
2019,Belgium,755,0.592663,0.592663
2019,Belgium,764,0.194371,0.194371
2019,Belgium,765,0.174439,0.174439
2019,Belgium,769,1.8327899999999997,1.8327899999999997
2019,Belgium,789,0.552516,0.552516
2019,Belgium,798,0.136204,0.136204
2019,Belgium,831,0.0013469999999999999,0.0013469999999999999
2019,Belgium,832,0.032306,0.032306
2019,Belgium,836,0.005757,0.005757
2019,Belgium,845,0.000345,0.000345
2019,Belgium,854,0.010094,0.010094
2019,Belgium,856,0.000328,0.000328
2019,Belgium,859,0.004219,0.004219
2019,Belgium,860,0.007162,0.007162
2019,Belgium,861,0.000439,0.000439
2019,Belgium,862,0.31515699999999996,0.31515699999999996
2019,Belgium,866,0.020202,0.020202
2019,Belgium,868,0.000295,0.000295
2019,Belgium,870,0.015851999999999998,0.015851999999999998
2019,Belgium,872,0.00605,0.00605
2019,Belgium,880,0.025001,0.025001
2019,Belgium,889,0.049292,0.049292
2019,Belgium,1027,0.014681000000000001,0.014681000000000001
2019,Belgium,1030,0.010572999999999999,0.010572999999999999
2019,Belgium,1031,0.054646,0.054646
2019,Belgium,1032,0.002208,0.002208
2019,Belgium,9998,38.207977,38.207977
2019,Denmark,55,0.404059,0.404059
2019,Denmark,57,0.06489,0.06489
2019,Denmark,63,0.060767,0.060767
2019,Denmark,64,0.087037,0.087037
2019,Denmark,65,0.0033020000000000002,0.0033020000000000002
2019,Denmark,66,0.048805,0.048805
2019,Denmark,71,0.056636000000000006,0.056636000000000006
2019,Denmark,85,0.331643,0.331643
2019,Denmark,86,0.138358,0.138358
2019,Denmark,88,0.018132,0.018132
2019,Denmark,89,0.35473099999999996,0.35473099999999996
2019,Denmark,93,0.138451,0.138451
2019,Denmark,130,0.054155999999999996,0.054155999999999996
2019,Denmark,133,0.117722,0.117722
2019,Denmark,136,2.8381220000000003,2.8381220000000003
2019,Denmark,139,0.132292,0.132292
2019,Denmark,142,0.21188099999999999,0.21188099999999999
2019,Denmark,189,0.014295,0.014295
2019,Denmark,218,0.875074,0.875074
2019,Denmark,225,0.499994,0.499994
2019,Denmark,227,0.161053,0.161053
2019,Denmark,228,1.306602,1.306602
2019,Denmark,229,0.977797,0.977797
2019,Denmark,230,0.10427199999999999,0.10427199999999999
2019,Denmark,231,0.444414,0.444414
2019,Denmark,232,0.671516,0.671516
2019,Denmark,233,0.129324,0.129324
2019,Denmark,234,0.180788,0.180788
2019,Denmark,235,4.377654000000001,4.377654000000001
2019,Denmark,236,0.465418,0.465418
2019,Denmark,238,4.096584,4.096584
2019,Denmark,239,0.063603,0.063603
2019,Denmark,240,0.32702200000000003,0.32702200000000003
2019,Denmark,241,0.918077,0.918077
2019,Denmark,243,0.8600530000000001,0.8600530000000001
2019,Denmark,244,0.362058,0.362058
2019,Denmark,245,0.042551000000000005,0.042551000000000005
2019,Denmark,247,1.016943,1.016943
2019,Denmark,248,18.126663999999998,18.126663999999998
2019,Denmark,249,0.280053,0.280053
2019,Denmark,251,0.445236,0.445236
2019,Denmark,252,0.6455730000000001,0.6455730000000001
2019,Denmark,253,1.784623,1.784623
2019,Denmark,255,0.936128,0.936128
2019,Denmark,256,0.230447,0.230447
2019,Denmark,257,0.037288999999999996,0.037288999999999996
2019,Denmark,259,3.149604,3.149604
2019,Denmark,260,0.951393,0.951393
2019,Denmark,261,6.054757,6.054757
2019,Denmark,265,1.9374759999999998,1.9374759999999998
2019,Denmark,266,0.841546,0.841546
2019,Denmark,268,0.055525,0.055525
2019,Denmark,269,0.507614,0.507614
2019,Denmark,270,0.00082,0.00082
2019,Denmark,271,0.269478,0.269478
2019,Denmark,272,0.570034,0.570034
2019,Denmark,273,0.663599,0.663599
2019,Denmark,274,0.115578,0.115578
2019,Denmark,275,0.251266,0.251266
2019,Denmark,276,0.000287,0.000287
2019,Denmark,278,2.091965,2.091965
2019,Denmark,279,0.647846,0.647846
2019,Denmark,280,0.28489,0.28489
2019,Denmark,282,22.261918,22.261918
2019,Denmark,283,0.353265,0.353265
2019,Denmark,285,2.8352519999999997,2.8352519999999997
2019,Denmark,287,1.557299,1.557299
2019,Denmark,288,1.257535,1.257535
2019,Denmark,289,0.686364,0.686364
2019,Denmark,298,13.163521999999999,13.163521999999999
2019,Denmark,336,0.06444,0.06444
2019,Denmark,338,0.081241,0.081241
2019,Denmark,340,0.121868,0.121868
2019,Denmark,342,0.117133,0.117133
2019,Denmark,347,0.203981,0.203981
2019,Denmark,349,0.658473,0.658473
2019,Denmark,351,0.129998,0.129998
2019,Denmark,352,0.033989,0.033989
2019,Denmark,354,0.156657,0.156657
2019,Denmark,358,0.280607,0.280607
2019,Denmark,364,0.215903,0.215903
2019,Denmark,366,0.058944,0.058944
2019,Denmark,377,0.000284,0.000284
2019,Denmark,378,0.004873,0.004873
2019,Denmark,381,0.030607,0.030607
2019,Denmark,383,0.046409,0.046409
2019,Denmark,384,0.028539,0.028539
2019,Denmark,389,0.331779,0.331779
2019,Denmark,425,0.03391,0.03391
2019,Denmark,428,0.140496,0.140496
2019,Denmark,431,0.36899499999999996,0.36899499999999996
2019,Denmark,434,0.00948,0.00948
2019,Denmark,437,0.103265,0.103265
2019,Denmark,440,0.045709,0.045709
2019,Denmark,446,0.027476,0.027476
2019,Denmark,451,0.097399,0.097399
2019,Denmark,454,0.147083,0.147083
2019,Denmark,457,0.014567,0.014567
2019,Denmark,460,0.014346,0.014346
2019,Denmark,463,0.060056,0.060056
2019,Denmark,489,0.150776,0.150776
2019,Denmark,498,0.41874500000000003,0.41874500000000003
2019,Denmark,540,0.181614,0.181614
2019,Denmark,543,0.111278,0.111278
2019,Denmark,549,5.3011230000000005,5.3011230000000005
2019,Denmark,550,1.180586,1.180586
2019,Denmark,555,0.39715500000000004,0.39715500000000004
2019,Denmark,573,0.333447,0.333447
2019,Denmark,580,1.542059,1.542059
2019,Denmark,589,0.558849,0.558849
2019,Denmark,610,0.108352,0.108352
2019,Denmark,611,0.10187199999999999,0.10187199999999999
2019,Denmark,612,0.151057,0.151057
2019,Denmark,613,0.127679,0.127679
2019,Denmark,614,0.156478,0.156478
2019,Denmark,615,0.213139,0.213139
2019,Denmark,616,0.052808,0.052808
2019,Denmark,617,0.29158300000000004,0.29158300000000004
2019,Denmark,619,0.009986,0.009986
2019,Denmark,625,1.8211789999999999,1.8211789999999999
2019,Denmark,630,0.08763299999999999,0.08763299999999999
2019,Denmark,635,0.843804,0.843804
2019,Denmark,640,0.2741,0.2741
2019,Denmark,645,2.0999000000000003,2.0999000000000003
2019,Denmark,655,0.063167,0.063167
2019,Denmark,660,0.686357,0.686357
2019,Denmark,665,1.942507,1.942507
2019,Denmark,666,1.60488,1.60488
2019,Denmark,679,0.137212,0.137212
2019,Denmark,689,0.000963,0.000963
2019,Denmark,728,0.49446,0.49446
2019,Denmark,730,0.792188,0.792188
2019,Denmark,738,1.257888,1.257888
2019,Denmark,740,0.21176299999999998,0.21176299999999998
2019,Denmark,745,0.518526,0.518526
2019,Denmark,751,0.05554,0.05554
2019,Denmark,753,0.10480500000000001,0.10480500000000001
2019,Denmark,755,0.7186440000000001,0.7186440000000001
2019,Denmark,764,0.249919,0.249919
2019,Denmark,765,0.237358,0.237358
2019,Denmark,769,1.0365419999999999,1.0365419999999999
2019,Denmark,789,0.573066,0.573066
2019,Denmark,798,0.527908,0.527908
2019,Denmark,831,0.000919,0.000919
2019,Denmark,832,0.020008,0.020008
2019,Denmark,836,0.003902,0.003902
2019,Denmark,845,0.000234,0.000234
2019,Denmark,854,0.0073809999999999995,0.0073809999999999995
2019,Denmark,856,0.000225,0.000225
2019,Denmark,859,0.002825,0.002825
2019,Denmark,860,0.005459,0.005459
2019,Denmark,861,0.0003,0.0003
2019,Denmark,862,0.461547,0.461547
2019,Denmark,866,0.026226,0.026226
2019,Denmark,868,0.000199,0.000199
2019,Denmark,870,0.009771,0.009771
2019,Denmark,872,0.002988,0.002988
2019,Denmark,880,0.015215,0.015215
2019,Denmark,889,0.043976,0.043976
2019,Denmark,1027,0.06412799999999999,0.06412799999999999
2019,Denmark,1030,0.046185000000000004,0.046185000000000004
2019,Denmark,1031,0.046375,0.046375
2019,Denmark,1032,0.003858,0.003858
2019,Denmark,9998,56.7926,56.7926
2019,France,55,1.9839140000000002,1.9839140000000002
2019,France,57,0.227217,0.227217
2019,France,63,0.11889000000000001,0.11889000000000001
2019,France,64,0.143347,0.143347
2019,France,65,0.067669,0.067669
2019,France,66,0.15234,0.15234
2019,France,71,0.37972100000000003,0.37972100000000003
2019,France,85,6.281413,6.281413
2019,France,86,1.238674,1.238674
2019,France,88,0.000723,0.000723
2019,France,89,1.901397,1.901397
2019,France,93,1.214185,1.214185
2019,France,130,0.62269,0.62269
2019,France,133,0.668659,0.668659
2019,France,136,5.9908339999999995,5.9908339999999995
2019,France,139,2.019509,2.019509
2019,France,142,38.448764999999995,38.448764999999995
2019,France,189,3.069482,3.069482
2019,France,218,12.569715,12.569715
2019,France,225,4.7288939999999995,4.7288939999999995
2019,France,227,1.3873879999999998,1.3873879999999998
2019,France,228,13.116964999999999,13.116964999999999
2019,France,229,12.784407000000002,12.784407000000002
2019,France,230,0.165046,0.165046
2019,France,231,6.5839859999999994,6.5839859999999994
2019,France,232,30.397819,30.397819
2019,France,233,3.720066,3.720066
2019,France,234,2.0125919999999997,2.0125919999999997
2019,France,235,40.505001,40.505001
2019,France,236,10.843053000000001,10.843053000000001
2019,France,238,32.041302,32.041302
2019,France,239,2.622638,2.622638
2019,France,240,2.96572,2.96572
2019,France,241,10.823236,10.823236
2019,France,243,16.177343,16.177343
2019,France,244,3.9186329999999994,3.9186329999999994
2019,France,245,0.014022999999999999,0.014022999999999999
2019,France,247,15.696349999999999,15.696349999999999
2019,France,248,24.971314,24.971314
2019,France,249,3.0520529999999995,3.0520529999999995
2019,France,251,3.587908,3.587908
2019,France,252,7.828028,7.828028
2019,France,253,24.277193,24.277193
2019,France,255,17.864409000000002,17.864409000000002
2019,France,256,3.091758,3.091758
2019,France,257,0.514778,0.514778
2019,France,259,23.475637,23.475637
2019,France,260,17.904042,17.904042
2019,France,261,40.554247,40.554247
2019,France,265,25.470644000000004,25.470644000000004
2019,France,266,11.417629,11.417629
2019,France,268,0.35017699999999996,0.35017699999999996
2019,France,269,11.240828,11.240828
2019,France,270,2e-06,2e-06
2019,France,271,2.439788,2.439788
2019,France,272,5.447961,5.447961
2019,France,273,3.6789840000000003,3.6789840000000003
2019,France,274,0.809184,0.809184
2019,France,275,3.5817850000000004,3.5817850000000004
2019,France,278,8.111358,8.111358
2019,France,279,5.750121,5.750121
2019,France,280,2.879724,2.879724
2019,France,282,24.049722,24.049722
2019,France,283,7.780056,7.780056
2019,France,285,19.682098999999997,19.682098999999997
2019,France,287,18.732488000000004,18.732488000000004
2019,France,288,16.125778,16.125778
2019,France,289,14.364246999999999,14.364246999999999
2019,France,298,13.566613,13.566613
2019,France,336,0.35650099999999996,0.35650099999999996
2019,France,338,1.054739,1.054739
2019,France,340,1.0241550000000001,1.0241550000000001
2019,France,342,1.184161,1.184161
2019,France,347,1.5612560000000002,1.5612560000000002
2019,France,349,17.149301,17.149301
2019,France,351,1.008513,1.008513
2019,France,352,0.361783,0.361783
2019,France,354,1.603853,1.603853
2019,France,358,0.132096,0.132096
2019,France,364,1.3599430000000001,1.3599430000000001
2019,France,366,0.280391,0.280391
2019,France,378,0.000348,0.000348
2019,France,381,0.293411,0.293411
2019,France,383,0.427487,0.427487
2019,France,384,0.27416300000000005,0.27416300000000005
2019,France,389,0.116148,0.116148
2019,France,425,0.413679,0.413679
2019,France,428,1.524576,1.524576
2019,France,431,0.642825,0.642825
2019,France,434,0.000518,0.000518
2019,France,437,0.295762,0.295762
2019,France,440,0.669938,0.669938
2019,France,446,0.224871,0.224871
2019,France,451,0.47379,0.47379
2019,France,454,1.459714,1.459714
2019,France,457,0.24513100000000002,0.24513100000000002
2019,France,460,0.000568,0.000568
2019,France,463,0.020441,0.020441
2019,France,489,0.24448000000000003,0.24448000000000003
2019,France,498,2.85845,2.85845
2019,France,540,0.530877,0.530877
2019,France,543,0.568273,0.568273
2019,France,549,0.827988,0.827988
2019,France,550,5.500692,5.500692
2019,France,555,9.106774999999999,9.106774999999999
2019,France,573,1.871803,1.871803
2019,France,580,7.773788000000001,7.773788000000001
2019,France,589,3.9361669999999997,3.9361669999999997
2019,France,610,0.685378,0.685378
2019,France,611,0.842418,0.842418
2019,France,612,44.650237999999995,44.650237999999995
2019,France,613,1.0075690000000002,1.0075690000000002
2019,France,614,1.326799,1.326799
2019,France,615,1.7148670000000001,1.7148670000000001
2019,France,616,0.278314,0.278314
2019,France,617,2.266461,2.266461
2019,France,619,0.057635,0.057635
2019,France,625,14.633883999999998,14.633883999999998
2019,France,630,0.351746,0.351746
2019,France,635,10.806345,10.806345
2019,France,640,13.285074,13.285074
2019,France,645,14.153717,14.153717
2019,France,655,0.163956,0.163956
2019,France,660,4.263014,4.263014
2019,France,665,13.281111,13.281111
2019,France,666,10.975297999999999,10.975297999999999
2019,France,679,0.817294,0.817294
2019,France,689,0.007749,0.007749
2019,France,728,5.460369999999999,5.460369999999999
2019,France,730,1.29985,1.29985
2019,France,738,17.698928000000002,17.698928000000002
2019,France,740,1.049552,1.049552
2019,France,745,4.062829,4.062829
2019,France,751,0.13655,0.13655
2019,France,753,0.634566,0.634566
2019,France,755,7.529786,7.529786
2019,France,764,3.555133,3.555133
2019,France,765,1.31397,1.31397
2019,France,769,9.651023,9.651023
2019,France,789,8.080532,8.080532
2019,France,798,0.7604150000000001,0.7604150000000001
2019,France,832,0.056539,0.056539
2019,France,836,0.013826,0.013826
2019,France,854,0.025481,0.025481
2019,France,859,0.012797,0.012797
2019,France,860,0.022838999999999998,0.022838999999999998
2019,France,862,3.195074,3.195074
2019,France,866,0.32041200000000003,0.32041200000000003
2019,France,870,0.075427,0.075427
2019,France,872,0.012634,0.012634
2019,France,876,2.129363,2.129363
2019,France,880,0.057228,0.057228
2019,France,889,3.812077,3.812077
2019,France,1027,0.002556,0.002556
2019,France,1030,8.118104,8.118104
2019,France,1031,0.648373,0.648373
2019,France,1032,0.000288,0.000288
2019,France,9998,77.990674,77.990674
2019,Germany,55,5.095018,5.095018
2019,Germany,57,0.463488,0.463488
2019,Germany,63,0.43746799999999997,0.43746799999999997
2019,Germany,64,1.782068,1.782068
2019,Germany,65,0.06699,0.06699
2019,Germany,66,0.250611,0.250611
2019,Germany,71,0.323894,0.323894
2019,Germany,85,4.765899,4.765899
2019,Germany,86,1.244839,1.244839
2019,Germany,88,0.015488,0.015488
2019,Germany,89,2.673629,2.673629
2019,Germany,93,1.1767459999999998,1.1767459999999998
2019,Germany,130,0.263575,0.263575
2019,Germany,133,0.967272,0.967272
2019,Germany,136,18.608601,18.608601
2019,Germany,139,1.1497279999999999,1.1497279999999999
2019,Germany,142,2.771546,2.771546
2019,Germany,189,0.029608000000000002,0.029608000000000002
